Category,SubCategory,ManufacturerPartNo,Manufacturer,ItemName,Description,Stock,Price,Packaging,Series,DatasheetUrl,ImageUrls,AdditionalFields
Electromechanical,Switches,4.18E+11,Wurth Elektronik,DIP Switches,DIP Switches/SIP Switches WS-DITV DIP 8p THT 2.54mm Hrztl Box,1,585.468,Tube,WS-DITV,https://eu.mouser.com/datasheet/2/445/418117270908-3087033.pdf,https://eu.mouser.com/images/wurthelectronics/images/WS_BS_4181172709xx_SPL.jpg,"[{MountingType,PCB Mount},{Package/Case,-}]"
Electromechanical,Switches,DS02-254-1L-02BE,CUI Devices,DIP Switches,DIP Switches/SIP Switches 2 12 Positions Through Hole 2.54 mm Pitch Piano Slide Actuator DIP Switch,6,204.1632,Tube,WS-DITV,https://eu.mouser.com/datasheet/2/670/ds02_254-1777565.pdf,https://eu.mouser.com/images/cuiinc/images/DS02-254-02_SPL.jpg,"[{MountingType,PCB Mount},{Package/Case,-}]"
Integrated Circuits (ICs),Embedded Processors and Controllers,A000067,Arduino,ATmega2560 ,Arduino Mega 2560 Rev3 ,2,7205.76,,,https://docs.arduino.cc/static/72be0dec11bfaddb42da1c09e0d02ac5/A000067-datasheet.pdf,https://cdn.shopify.com/s/files/1/0438/4735/2471/products/A000067_00.front_643x483.jpg,"[{MountingType,-},{Package/Case,-}]"
Integrated Circuits (ICs),Embedded Processors and Controllers,A000066,Arduino,ATmega328P ,with ATmega328P Operating Voltage 5V,6,12610.08,,,https://docs.arduino.cc/resources/datasheets/A000066-datasheet.pdf,https://cdn.shopify.com/s/files/1/0438/4735/2471/products/A000066_03.front_643x483.jpg,"[{MountingType,-},{Package/Case,-}]"
Connectors,Headers and Wire Housings,B3B-PH-KL(LF)(SN),JST Sales America Inc.,Male Headers,"CONN HEADER VERT 3POS 2MM Connector Header Through Hole 3 position 0.079"" (2.00mm)",15,61.611,,PH,https://www.jst-mfg.com/product/pdf/eng/ePH.pdf,file://E:\Inventory\box 3 HeaderConnector\IMG_20210917_184640.jpg,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,Headers and Wire Housings,B3B-XH-A(LF)(SN),JST Sales America Inc.,Male Headers,"CONN HEADER VERT 3POS 2.5MM Connector Header Through Hole 3 position 0.098"" (2.50mm)",15,56.01,,XH,https://www.jst-mfg.com/product/pdf/eng/eXH.pdf,https://media.digikey.com/photos/JST%20Photos/B3B-XH-A(LF)(SN).jpg,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,RF/Coaxial Connectors,U.FL-R-SMT-1(80),Hirose Electric Co Ltd,Coaxial Connectors,CONN U.FL RCPT STR 50 OHM SMD U.FL (UMCC) Connector Receptacle Male Pin 50Ohm Surface Mount Solder,11,296.853,,U.FL,https://www.hirose.com/en/product/document?clcode=CL0331-0472-2-80&productname=U.FL-R-SMT-1(80)&series=U.FL&documenttype=SpecSheet&lang=en&documentid=0000266838,https://media.digikey.com/photos/Hirose%20Elect%20Photos/U.FL-R-SMT(01).jpg,"[{MountingType,Surface Mount},{Package/Case,-}]"
Connectors,USB Connectors,2305018-2,TE Connectivity,C Type Connectors,CONN RCP USB3.1 TYPEC 24P SMD USB-C (USB TYPE-C) USB 3.2 Gen 2 (USB 3.1 Gen 2 Superspeed + (USB 3.1)),9,1108.998,,-,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2305018&DocType=Customer+Drawing&DocLang=English&DocFormat=pdf&PartCntxt=2305018-2,https://media.digikey.com/Photos/TE%20Connectivity/MFG_2305018-2.jpg,"[{MountingType,Surface Mount/Through Hole},{Package/Case,-}]"
Connectors,USB Connectors,10118194-0001LF,Amphenol Communications Solutions,Micro B Connectors,CONN RCPT USB2.0 MICRO B SMD USB - micro B USB 2.0,9,128.823,,-,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_micro.pdf,https://media.digikey.com/Photos/FCI%20Photos/10118194-0001LF.JPG,"[{MountingType,Surface Mount/Through Hole},{Package/Case,-}]"
Connectors,RF/Coaxial Connectors,734120110,Molex,Coaxial Connectors,CONN UMC RCPT STR 50 OHM SMDU.FL (UMCC) Connector Receptacle Male Pin 50Ohm Surface Mount Solder,6,221.2395,,73412,https://www.molex.com/pdm_docs/sd/734120110_sd.pdf,https://media.digikey.com/Photos/Molex/73412-0110.jpg,"[{MountingType,Surface Mount},{Package/Case,-}]"
Connectors,Headers and Wire Housings,B4B-PH-K-S(LF)(SN),JST Sales America Inc.,Headers,"CONN HEADER VERT 4POS 2MM Connector Header Through Hole 4 position 0.079"" (2.00mm)",15,61.611,,PH,https://www.jst-mfg.com/product/pdf/eng/ePH.pdf,https://media.digikey.com/photos/JST%20Photos/B4B-PH-K-S.jpg,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,Headers and Wire Housings,PZ254V-11-05P,XFCN,Male Headers,5 2.54mm Straight 1 Header?Breakaway Through HoleP=2.54mm Pin Headers ROHS,15,5.601,,,https://datasheet.lcsc.com/lcsc/2003141409_XFCN-PZ254V-11-05P_C492404.pdf,file://E:\Inventory\box 3 HeaderConnector\IMG_20210917_184711.jpg,"[{MountingType,Straight},{Package/Case,-}]"
Connectors,USB Connectors,920-E52A2021S10100C10418,Jing Extension of the Electronic Co.,Micro B Connectors,Receptacle USB - Micro B 5 USB 2.0 SMD USB Connectors ROHS,4,16.803,,,https://datasheet.lcsc.com/lcsc/2103051832_Jing-Extension-of-the-Electronic-Co--920-E52A2021S10100_C10418.pdf,file://E:\Inventory\box 3 HeaderConnector\IMG_20210917_184711.jpg,"[{MountingType,-},{Package/Case,-}]"
Connectors,USB Connectors,10118192-0001LF,Amphenol Communications Solutions,Micro B Connectors,CONN RCPT USB2.0 MICRO B SMD USB - micro B USB 2.0,7,128.823,,-,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_micro.pdf,https://media.digikey.com/Photos/Amphenol%20Photos/10118192-0001LF.jpg,"[{MountingType,Surface Mount},{Package/Case,-}]"
Connectors,SIM Card Connectors,C77877,BOOMELE(Boom Precision Elec),Nano SIM Card Connectors,Connector SIM Card 6 6PIN Card Sockets,5,134.424,,,https://datasheet.lcsc.com/lcsc/1810251313_BOOMELE-Boom-Precision-Elec-NANO-SIM-6PIN_C77877.pdf,file://E:\Inventory\box 3 HeaderConnector\IMG_20210917_183545.jpg,"[{MountingType,-},{Package/Case,-}]"
Connectors,Headers and Wire Housings,22232111,Molex,Male Headers,CONN HEADER VERT 11POS 2.54MMConnector Header Through Hole 11 position ,2,288.4515,,"KK254, 6373",https://www.molex.com/pdm_docs/sd/022232111_sd.pdf,https://media.digikey.com/photos/Molex/22-23-2111.jpg,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,Memory Connectors,6.93E+11,Wurth Elektronik,Nano SIM Card Connectors,"CONN SMART CARD PUSH-PULL
6 Position Card Connector NANO SIM Surface Mount Right Angle Gold",15,506.8905,,WR-CRD,https://www.we-online.com/components/products/datasheet/693043020611.pdf,https://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_693043020611.jpg,"[{MountingType,Surface Mount},{Package/Case,-}]"
Connectors,Headers and Wire Housings,B2B-PH-K-S(LF)(SN,JST Sales America Inc.,Male Headers,"CONN HEADER VERT 2POS 2MM Connector Header Through Hole 2 position 0.079""",9,47.6085,,PH,https://www.jst-mfg.com/product/pdf/eng/ePH.pdf,https://media.digikey.com/photos/JST%20Photos/B2B-PH-K-S.jpg,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,Memory Connectors,5050200692,Molex,Micro SIM Connectors,MICRO-SIM CARD CONNECTOR PIN 6 Position Card Connector Micro SIM Surface Mount,6,,,505020,https://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987651-3481.pdf,https://media.digikey.com/photos/Molex/MFG_5050200692.jpg,"[{MountingType,Surface Mount},{Package/Case,-}]"
Connectors,USB Connectors,476420001,Molex,USB Micro B Connectors,CONN RCPT MICRO USB B 5POS SMDUSB - micro B Receptacle Connector 5 Position,7,266.0475,,47642,https://www.molex.com/pdm_docs/sd/476420001_sd.pdf,https://media.digikey.com/Photos/Molex/0476420001.jpg,"[{MountingType,Board Edge, Cutout,Surface Mount},{Package/Case,-}]"
Connectors,Headers and Wire Housings,PHR-13,JST Sales America Inc.,Wire Housings,"CONN HOUSING PH 13POS 2MM 13 Rectangular Connectors - Housings Receptacle Natural 0.079"" (2.00mm)",9,78.414,,PH,https://www.jst-mfg.com/product/pdf/eng/ePH.pdf,https://media.digikey.com/photos/JST%20Photos/PHR-13.jpg,"[{MountingType,Free Hanging},{Package/Case,-}]"
Connectors,Headers and Wire Housings,S4B-PH-KL(LF)(SN),JST Sales America Inc.,Male Headers,"CONN HEADER R/A 4POS 2MMConnector Header Through Hole Right Angle 4 position 0.079"" (2.00mm)",5,39.207,,PH,https://www.jst-mfg.com/product/pdf/eng/ePH.pdf,,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,Headers and Wire Housings,3221-16-0300-00,CNC Tech,Male Headers,"CONN HEADER SMD 16POS 1.27MMConnector Header Surface Mount 16 position 0.050"" (1.27mm)",4,369.666,,-,http://www.cnctech.us/pdfs/3221-XX-0300-00_.pdf,https://media.digikey.com/photos/CnC%20Tech/3221-16-0300-00.JPG,"[{MountingType,Surface Mount},{Package/Case,-}]"
Connectors,Headers and Wire Housings,20021111-00010T4LF,Amphenol Communications Solutions,Male Headers,CONN HEADER VERT 10POS 1.27MMConnector Header Through Hole 10 position,25,221.2395,,Minitek127® 1.27mm,https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/20021111.pdf,https://media.digikey.com/Photos/FCI%20Photos/20021111-00010T4LF.JPG,"[{MountingType,-},{Package/Case,-}]"
Connectors,Headers and Wire Housings,Z-211-0611-0021-001,Nextron(Nextronics Engineering),Headers,2.54mm 6 Straight 1 Header?Breakaway P=2.54mm Pin Headers ROHS,13,8.4015,,,https://datasheet.lcsc.com/lcsc/1811151537_Nextron-Nextronics-Engineering-Z-211-0611-0021-001_C190819.pdf,file://E:\Inventory\box 3 HeaderConnector\IMG_20210917_184640.jpg,"[{MountingType,Straight},{Package/Case,-}]"
Connectors,Battery Connectors,1060TR,Keystone,,SMD Battery Connectors ROHS,2,560.1,,,https://www.keyelco.com/product-pdf.cfm?p=3936,https://www.keyelco.com/assets/product_images/1060.jpg,"[{MountingType,-},{Package/Case,-}]"
Connectors,Headers and Wire Housings,210-91-04GB01,PINREX,,2.54mm Straight 1x4 Header?Breakaway Through Hole Pin Headers ROHS,42,5.601,,,https://pinrex.com.tw/Upload/product/product_202011061741182.pdf,file://E:\Inventory\box 3 HeaderConnector\IMG_20210917_184405.jpg,"[{MountingType,Straight},{Package/Case,-}]"
Connectors,Power Connectors,DC-005-5A-2.5SMT,XKB Connectivity,,-XKB Connectivity DC-005-5A-2.5-SMT,4,56.01,,,https://datasheet.lcsc.com/lcsc/2208041700_XKB-Connectivity-DC-005-5A-2-5-SMT_C319133.pdf,file://E:\Inventory\box 3 HeaderConnector\IMG_20210917_184610.jpg,"[{MountingType,-},{Package/Case,-}]"
Connectors,Screw Terminals,JL301-50002U02,JILN,,2 PluginP=5mm Screw terminal,38,28.005,,,http://www.szjiln.com/upload/portal/20220504/202205041739577094.pdf,http://www.szjiln.com/upload/portal/20220401/202204011132263743.png,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,Screw Terminals,WJ301V-5.0-3P,Ningbo Kangnex Elec,,3 PluginP=5mm Screw terminal,32,28.005,,,https://datasheet.lcsc.com/lcsc/1912251636_Ningbo-Kangnex-Elec-WJ301V-5-0-3P_C8483.pdf,file://E:\Inventory\box 3 HeaderConnector\IMG_20210917_184830.jpg,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,Headers and Wire Housings,20021121-00010C4LF,Amphenol Communications Solutions,Headers,2 Surface Mount 10 Header?Breakaway 1.27mm P=1.27mm Pin Headers ROHS,2,$252.05 ,,,https://media.digikey.com/pdf/Data%20Sheets/FCI%20PDFs/Minitek%20127_Catalog.pdf,file://E:\Inventory\box 3 HeaderConnector\IMG_20210917_184526.jpg,"[{MountingType,-},{Package/Case,-}]"
Connectors,FFC/FPC Connectors,AFC01-S40FCA-00,JUSHUO,,"40 0.020""?0.50mm? 0.079""?2.00mm? Forward Slip ContactBottom P=0.5mm FFC/FPC Connectors ROHS",2,47.6085,,,https://datasheet.lcsc.com/lcsc/1811021330_JUSHUO-AFC01-S40FCA-00_C262674.pdf,https://assets.lcsc.com/images/lcsc/900x900/20230110_JUSHUO-AFC01-S40FCA-00_C262674_front.jpg,"[{MountingType,Surface Mount},{Package/Case,-}]"
Connectors,USB Connectors,292303-1,TE Connectivity,USB A Type Connectors,CONN RCPT USB2.0 TYPEA 4POS R/AUSB-A (USB TYPE-A) USB 2.0 Receptacle Connector 4 Position Through Hole Right Angle,9,450.8805,,-,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=292303&DocType=Customer+Drawing&DocLang=English,https://media.digikey.com/photos/Tyco%20Photos/292303-1.JPG,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,Headers and Wire Housings,825433-3,TE Connectivity,Male Headers,3 2.54mm Straight 1 Header?Breakaway Through Hole Pin Headers ROHS,26,56.01,,AMPMODU Mod II,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=825433&DocType=Customer+Drawing&DocLang=English,https://media.digikey.com/Renders/TE%20Connectivity/Breakaway-Vert-3-Gold-Pins-Green.jpg,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,Headers and Wire Housings,640456-3 C86503,TE Connectivity,Male Headers,Connector Header Through Hole 3 position,5,710.309,,MTA-100,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=640456&DocType=Customer+Drawing&DocLang=English,"https://media.digikey.com/photos/Tyco%20Amp%20Photos/640456-3,%20640454-3.jpg","[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,USB Connectors,USB3070-30-A,GCT,Micro B Connectors,MICRO B SKT MID MOUNT-SMT R/AUSB - micro B USB 2.0 Receptacle Connector 5 Position,4,53.2095,,USB3070,https://gct.co/files/specs/usb3070-spec.pdf,https://media.digikey.com/Photos/GCT/MFG_USB3070-30-A.jpg,"[{MountingType,Board Edge, Cutout,Surface Mount},{Package/Case,-}]"
Connectors,Headers and Wire Housings,MTP125-1105S1,MINTRON,Headers,Straight Square Pins 2.5mm 6mm -40?~+105? 1 3mm 5 2.54mm Black Brass 1x5P PluginP=2.54mm Pin Headers ROHS,15,5.601,,,,file://E:\Inventory\box 3 HeaderConnector\IMG_20210917_182546.jpg,"[{MountingType,Straight},{Package/Case,-}]"
Connectors,Headers and Wire Housings,DF13-2P-1.25H(21),Hirose Electric Co Ltd,Male Headers,"CONN HEADER SMD R/A 2POS 1.25MM Connector Header Surface Mount Right Angle 2 position 0.049"" (1.25mm)",5,126.0225,,DF13,https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,https://media.digikey.com/photos/Hirose%20Elect%20Photos/DF13-2P-1.25H(20).jpg,"[{MountingType,Surface Mount},{Package/Case,-}]"
Connectors,Screw Terminals,WJ126V-5.0-6P,Ningbo Kangnex Elec,,6 PluginP=5mm Screw terminal ROHS,2,,,,https://datasheet.lcsc.com/lcsc/1912251632_Ningbo-Kangnex-Elec-WJ126V-5-0-6P_C8379.pdf,,"[{MountingType,Through Hole},{Package/Case,-}]"
Connectors,Headers and Wire Housings,PHR-2,JST Sales America Inc.,Housings,CONN RCPT HSG 2POS 2.00MM 2 Rectangular Connectors,48,28.005,,PH,https://www.jst-mfg.com/product/pdf/eng/ePH.pdf,https://media.digikey.com/photos/JST%20Photos/PHR-2.jpg,"[{MountingType,Free Hanging},{Package/Case,-}]"
Connectors,Memory Connectors,TF-002T-15,SOFNG,Micro SIM Connectors,Deck MicroSD card (TF card) Clamshell SMD SD Card Connectors,2,,,,https://datasheet.lcsc.com/lcsc/1810121710_SOFNG-TF-002T-15_C125616.pdf,https://assets.lcsc.com/images/lcsc/900x900/20180914_SOFNG-TF-002T-15_C125616_front_10.jpg,"[{MountingType,-},{Package/Case,-}]"
Connectors,Wire to Wire/Wire to Board Connectors,B13B-PH-K-S(LF)(SN),JST Sales America Inc.,,1x13P PH 1 2mm 13 Brass StraightP=2mm Wire To Board / Wire To Wire Connector,1,44.808,,,https://datasheet.lcsc.com/lcsc/1810261120_JST-Sales-America-B13B-PH-K-S-LF-SN_C158026.pdf,https://assets.lcsc.com/images/lcsc/900x900/20180914_JST-Sales-America-B13B-PH-K-S-LF-SN_C158026_front.jpg,"[{MountingType,-},{Package/Case,-}]"
Optoelectronics,Diodes,LTST-C190KGKT,Lite-On Inc.,LEDs,LED GREEN CLEAR CHIP SMD,2000,72.813,Tape & Reel (TR),-,https://optoelectronics.liteon.com/upload/download/DS22-2000-074/LTST-C190KGKT.PDF,"https://media.digikey.com/photos/Lite%20On%20Photos/LTST-C190KGKT,LTST-C190KRKT,LTST-C190KSKT,LTST-C190KYKT.jpg","[{MountingType,Surface Mount},{Package/Case,LED 0603 }]"
Optoelectronics,Diodes,LTST-C150KGKT,Lite-On Inc.,LEDs,LED GREEN CLEAR 1206 SMD,40,98.0175,Tape & Reel (TR),-,https://optoelectronics.liteon.com/upload/download/DS22-2000-072/LTST-C150KGKT.PDF,"https://media.digikey.com/photos/Lite%20On%20Photos/LTST-C150TBKT,LTST-C150KAKT,LTST-C150KGKT.jpg","[{MountingType,Surface Mount},{Package/Case,LED 1206}]"
Optoelectronics,Diodes,LTST-C170KGKT,Lite-On Inc.,LEDs,LED GREEN CLEAR SMD,123,98.0175,Tape & Reel (TR),-,https://optoelectronics.liteon.com/upload/download/DS22-2000-073/LTST-C170KGKT.PDF,"https://media.digikey.com/photos/Lite%20On%20Photos/LTST-C170KGKT,LTST-C170KRKT,LTST-C170KSKT.jpg","[{MountingType,Surface Mount},{Package/Case,LED 0805 }]"
Optoelectronics,Diodes,19-217/BHC-AN1P2/3T,Everlight Elec,LEDs,"Blue 464.5~476.5nm SMD,1.6x0.8x0.8mm Light Emitting Diodes (LED) ROHS",10,11.202,Tape & Reel (TR),-,https://datasheet.lcsc.com/lcsc/1811141751_Everlight-Elec-19-21-BHC-AN1P2-3T_C282129.pdf,https://assets.lcsc.com/images/lcsc/900x900/20180929_Everlight-Elec-19-21-BHC-AN1P2-3T_C282129_front.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 0603 }]"
Optoelectronics,Diodes,BL-HGE37A-AV-TRB,American Bright Optoelectronics Corporation,LEDs,0402 YELLOW GREEN,4,98.0175,Tape & Reel (TR),-,https://www.americanbrightled.com/pdffiles/led-components/smt/BL-HGE37A-TRB.pdf,https://media.digikey.com/Renders/American-Bright-Optoelectronics-Corporation/BL-HGE37A-AV-TRB.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 0402}]"
Optoelectronics,Diodes,TJ-S1005SW4TGLC7K-A5,TOGIALED,LEDs,Green-yellow 573nm 0402 Light Emitting Diodes (LED) ROHS,7,11.202,Tape & Reel (TR),-,https://datasheet.lcsc.com/lcsc/1810191242_TOGIALED-TJ-S1005SW4TGLC7K-A5_C273601.pdf,https://assets.lcsc.com/images/lcsc/900x900/20230109_TOGIALED-TJ-S1005SW4TGLC7K-A5_C273601_front.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 0402}]"
Optoelectronics,Diodes,2SA0402S11A0JT01,Brightek Optoelectronics,LEDs,Red 615~635nm 0402 Light Emitting Diodes (LED) ROHS,2,14.0025,Tape & Reel (TR),-,https://datasheet.lcsc.com/lcsc/1808291043_Brightek-Optoelectronics-2SA0402S11A0JT01_C233194.pdf,https://assets.lcsc.com/images/lcsc/900x900/20180914_Brightek-Optoelectronics-2SA0402S11A0JT01_C233194_front.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 0402}]"
Optoelectronics,Diodes,TJ-S1005SW4TGO6B-A5,TOGIALED,LEDs,Blue 465nm 0402 Light Emitting Diodes (LED) ROHS,6,11.202,Tape & Reel (TR),-,https://datasheet.lcsc.com/lcsc/1810191242_TOGIALED-TJ-S1005SW4TGLC6B-A5_C273603.pdf,https://assets.lcsc.com/images/lcsc/900x900/20230109_TOGIALED-TJ-S1005SW4TGLC6B-A5_C273603_front.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 0402}]"
Optoelectronics,Diodes,KPHHS1005CGCK,Kingbright,LEDs,LED GREEN CLEAR CHIP SMD,50,103.6185,Tape & Reel (TR),-,https://www.kingbright.com/attachments/file/psearch/000/00/00/KPHHS-1005CGCK(Ver.24B).pdf,https://media.digikey.com/photos/Kingbright%20Photos/APHHS1005QBC%5ED.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 0402}]"
Optoelectronics,Diodes,SM4014UWDC02,Bivar Inc.,LEDs,"LED, SURFACE MOUNT, SM4014, 0.2W",37,0,Tape & Reel (TR),-,https://media.digikey.com/pdf/Data%20Sheets/Bivar%20Inc%20PDFs/SM4014_Series.pdf,https://media.digikey.com/Photos/Bivar%20Inc%20Photos/MFG_SM4014.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 4014}]"
Optoelectronics,Diodes,COM-13667,SparkFun Electronics,LEDs,ADDRESS LED DISCRETE SERIAL RGB,25,0,Tape & Reel (TR),-,http://cdn.sparkfun.com/datasheets/BreakoutBoards/WS2812B.pdf,https://media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-13667.jpg,"[{MountingType,Surface Mount},{Package/Case,Custom}]"
Optoelectronics,Diodes,LTST-C193TBKT-5A,Lite-On Inc.,LEDs,LED BLUE CLEAR CHIP SMD,69,84.015,Tape & Reel (TR),-,https://media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-C193TBKT-5A.pdf,https://media.digikey.com/Renders/Lite%20On%20Renders/LTST-C193TBKT-5A.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 0603 }]"
Optoelectronics,Diodes,19-21SYGC/S530-E2/TR8,Everlight Elec,LEDs,Green-yellow 573nm 0603 Light Emitting Diodes (LED) ROHS,15,5.601,Tape & Reel (TR),-,https://datasheet.lcsc.com/lcsc/1811081329_Everlight-Elec-19-21SYGC-S530-E2-TR8_C136120.pdf,https://assets.lcsc.com/images/lcsc/900x900/20180914_Everlight-Elec-19-21SYGC-S530-E2-TR8_C136120_front.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 0603 }]"
Optoelectronics,Diodes,LTST-C191KRKT,Lite-On Inc.,LEDs,LED RED CLEAR SMD,15,72.813,Tape & Reel (TR),-,https://optoelectronics.liteon.com/upload/download/DS22-2000-223/LTST-C191KRKT.PDF,https://media.digikey.com/Renders/Lite%20On%20Renders/LTST-C191TGKT.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 0603 }]"
Optoelectronics,Diodes,TJ-S1608SW6TGLC2G-A5,TOGIALED,LEDs,Green 520~530nm 2.8~3.4V 0603 Light Emitting Diodes (LED) ROHS,35,5.601,Tape & Reel (TR),-,https://datasheet.lcsc.com/lcsc/1811141223_TOGIALED-TJ-S1608SW6TGLC2G-A5_C192316.pdf,https://assets.lcsc.com/images/lcsc/900x900/20230103_TOGIALED-TJ-S1608SW6TGLC2G-A5_C192316_front.jpg,"[{MountingType,Surface Mount},{Package/Case,LED 0603 }]"
